,Track,Artists,id,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
120,Sin Pijama,"Becky G, Natti Natasha",2ijef6ni2amuunRoKTlgww,"['dance pop', 'latin', 'latin pop', 'latin viral pop', 'pop', 'rap latina', 'reggaeton', 'trap latino']",0.791,0.745,11,-3.695,0,0.0464,0.354,2.93e-05,0.104,0.82,94.014
121,Coronao Now,"El Alfa, Lil Pump",7FbKipScVxkjQxQXwTd0gL,"['dembow', 'latin', 'rap dominicano', 'reggaeton', 'trap latino']",0.941,0.729,6,-7.56,0,0.246,0.146,0.00451,0.18,0.718,118.026
122,Un Año,"Sebastian Yatra, Reik",0NVaiudyO03IS1NtZVOVe9,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']",0.771,0.381,1,-6.809,0,0.0516,0.151,0,0.104,0.534,94.92
123,Ellos,Ceky Viciny,0vABJIxyZoI2BKV3a1m1uP,"['dembow', 'dominican pop', 'rap dominicano', 'trap latino']",0.754,0.939,5,-1.953,0,0.0387,0.124,0.00281,0.293,0.853,122.006
124,Pikete Italiano,KvndySwing,2jGtKxyWHULVXbT75IWGZG,"['rap espanol', 'urbano espanol']",0.835,0.473,8,-6.672,1,0.216,0.327,0,0.258,0.263,95.002
125,La Playa,Myke Towers,0jeS8PyyIRAG0A3t5DtL71,['trap latino'],0.796,0.683,10,-2.754,0,0.15,0.108,0,0.107,0.353,140.108
126,Secreto,"Anuel AA, KAROL G",018irVw8GqwHmrCZHjfAJj,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",0.807,0.803,11,-4.156,1,0.126,0.6,0.0085,0.136,0.706,91.982
127,Cicatrices (feat. Indara),Sergio Contreras,17nYNma8AncLFqOBk6tu6m,"['flamenco urbano', 'pop flamenco', 'rumba', 'spanish pop']",0.819,0.702,6,-4.865,1,0.0554,0.0225,0.000124,0.0893,0.937,137.023
128,Otro Trago,"Sech, Darell",1Ej96GIBCTvgH7tNX1r3qr,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",0.746,0.7,0,-4.669,1,0.341,0.136,0.000159,0.11,0.619,176.044
129,Mi Error - Remix,"Eladio Carrion, Zion & Lennox, Wisin & Yandel, Lunay",0lbhKycRyqkOMKZ6thzfU4,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'trap triste']",0.663,0.841,7,-3.42,1,0.104,0.0985,0,0.45,0.432,174.021
130,5 Sentidos,"Dvicio, Taburete",7chjOPhoxbpRYSrO1rvdnu,"['latin', 'latin arena pop', 'latin pop', 'spanish pop']",0.644,0.735,5,-5.499,1,0.0473,0.0961,0,0.116,0.664,175.913
131,No Te Preocupes por Mi,Leiva,7hv7synVPhVu30Ex2amJQc,"['latin arena pop', 'spanish pop', 'spanish rock']",0.481,0.598,7,-5.987,1,0.0309,0.119,1.72e-06,0.0938,0.408,76.732
132,Si Se Da - Remix,"Myke Towers, Farruko, Arcangel, Sech, Zion",6K5BsR04ijf3FHNzjbaagD,['trap latino'],0.817,0.672,11,-5.612,0,0.299,0.441,0,0.13,0.774,93.999
133,Kemba Walker,"Eladio Carrion, Bad Bunny",38kLHBjtWJaPXcyFhwRVtI,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'trap triste']",0.832,0.59,8,-7.168,0,0.272,0.446,1.43e-06,0.123,0.596,146.939
134,Tal Vez,Paulo Londra,5jW3rF4URMdK7tO2xjS5EI,"['argentine hip hop', 'trap argentino', 'trap latino']",0.855,0.649,8,-2.443,1,0.151,0.25,0,0.0801,0.741,161.986
135,Gan-Ga,Bryant Myers,3aix7apT2m0a4hIYCAdVP0,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",0.864,0.522,6,-7.492,0,0.404,0.23,0,0.0895,0.381,89.956
136,All I Want for Christmas Is You,Mariah Carey,0bYg9bo50gSsH3LtXe2SQn,"['dance pop', 'pop', 'urban contemporary']",0.336,0.627,7,-7.463,1,0.0384,0.164,0,0.0708,0.35,150.273
137,Pa Mí - Remix,"Dalex, Rafa Pabön, KHEA, Sech, Feid, Cazzu, Lenny Tavárez",7g8YaUQABMal0zWe7a2ijz,"['latin', 'r&b en espanol', 'reggaeton', 'trap latino']",0.688,0.62,11,-8.029,0,0.22,0.753,5.32e-06,0.157,0.727,170.011
138,Soldadito marinero,Fito y Fitipaldis,0eVborSuxUeSg0meWYd9dZ,"['cantautor', 'latin rock', 'rock en espanol', 'spanish pop']",0.718,0.431,2,-8.736,1,0.0314,0.132,0.000165,0.0686,0.324,139.618
139,Rutina,Myke Towers,3YntiCUU0Xqq0B68FM3YAt,['trap latino'],0.834,0.75,1,-2.799,1,0.18,0.553,6.59e-05,0.263,0.858,95.98
140,Shallow,"Lady Gaga, Bradley Cooper",2VxeLyX666F8uXCJ0dZF8B,"['dance pop', 'pop', 'post-teen pop']",0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799
141,Piropo,Noriel,5YrjfKuFd0pMmYTGeRDV6X,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",0.866,0.747,9,-5.748,1,0.0725,0.122,0.0218,0.0403,0.772,93.984
142,La Mentira (feat. Joaquín Sabina),Dani Martín,21by4HhbV3w4uUNrotR02z,"['latin pop', 'spanish pop', 'spanish pop rock']",0.627,0.803,6,-2.957,0,0.137,0.0136,0,0.0734,0.901,169.959
143,Baila Baila Baila - Remix,"Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel AA",7mWFF4gPADjTQjC97CgFVt,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",0.785,0.572,2,-7.504,1,0.123,0.0598,0,0.218,0.49,100.016
144,Música,"DJ Luian, Mambo Kingz, Farruko, Wisin, Myke Towers, Darell, Arcangel",4xvTPuwHaXoDM3p0QcY7bH,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",0.788,0.82,1,-4.346,0,0.169,0.22,0.000203,0.0799,0.854,177.927
145,Princesas,Pereza,3hlWUNjAlbZ6nOjAbrivBv,"['cantautor', 'spanish pop', 'spanish pop rock', 'spanish rock']",0.683,0.846,7,-3.551,1,0.0422,0.0634,0,0.346,0.706,131.884
146,Fuego,Estopa,6ye25NazQfUWrCTdCH3cXX,"['pop flamenco', 'rumba', 'spanish pop']",0.669,0.85,9,-4.895,0,0.0763,0.049,0,0.369,0.845,100.103
147,Swing,Danny Ocean,4DbhxwlkhTbCTqlZptxmI6,"['latin', 'latin pop', 'pop', 'pop venezolano', 'reggaeton', 'trap latino']",0.729,0.616,8,-6.422,1,0.249,0.458,0,0.082,0.532,106.486
148,Beautiful People (feat. Khalid),Ed Sheeran,4evmHXcjt3bTUHD1cvny97,"['pop', 'uk pop']",0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977
149,Como Camarón,Estopa,1VB4sadHjFcFklHcZuoROi,"['pop flamenco', 'rumba', 'spanish pop']",0.499,0.721,9,-9.615,0,0.0564,0.216,9.74e-06,0.295,0.843,140.4
150,Suave - Remix,"Jey Blessing, Rauw Alejandro, Los Fantastikos",6K7V47wFpfam2aeE893rbL,['rap boricua'],0.673,0.694,10,-4.01,1,0.166,0.557,0,0.118,0.78,175.912
151,CANGURO,WOS,2UAWYufVaO3EnUUNzl0ppO,"['argentine indie', 'trap argentino']",0.602,0.751,1,-4.358,1,0.327,0.173,0,0.667,0.934,163.874
152,Cuaderno,"Dalex, Nicky Jam, Justin Quiles, Sech, Lenny Tavárez, Feid, Rafa Pabön",7anSoGdgtmJTAPZBzcPhO6,"['latin', 'r&b en espanol', 'reggaeton', 'trap latino']",0.681,0.648,1,-5.021,0,0.38,0.523,0,0.104,0.688,172.02
153,Como Si Fueras a Morir Mañana,Leiva,4aAfLSx9IthpC3Pw5pNk3E,"['latin arena pop', 'spanish pop', 'spanish rock']",0.46,0.816,3,-6.576,1,0.0427,0.00144,0,0.11,0.373,143.892
154,Mi gran noche,Raphael,6Tnnk7MAnZiDx67DJN2hnx,['pop romantico'],0.645,0.653,9,-7.183,1,0.0629,0.579,0,0.0726,0.868,138.498
155,Como el Agua - Remix,"Ana Mena, Omar Montes",5FJ4xmp1XXTDyqPlF4lFPt,"['latin pop', 'spanish pop']",0.676,0.72,11,-5.647,0,0.0638,0.436,0,0.0684,0.634,149.73
156,Contra La Pared,"Sean Paul, J Balvin",37eGbhE1xVFSvcKkqGb6i1,"['dance pop', 'dancehall', 'pop', 'pop rap']",0.828,0.588,2,-7.14,1,0.118,0.0156,0,0.124,0.598,94.052
157,Desde cero (con Melendi),Beret,3RfmZepJErldBC4JXut6L9,"['latin pop', 'spanish hip hop', 'spanish pop']",0.495,0.461,2,-8.158,1,0.0496,0.249,0,0.126,0.25,113.029
158,Baila Baila Baila,Ozuna,5PXsZaT8cOxb4mXrA20PMQ,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",0.837,0.626,11,-5.674,0,0.152,0.0588,0,0.252,0.592,99.987
159,Mujer Bruja,"Lola Indigo, Mala Rodríguez",5x2soJ7RtUkiQL4yyx1NZh,['spanish pop'],0.773,0.917,10,-2.166,0,0.0629,0.0946,0.000106,0.0885,0.763,105.964
160,Amanece,"Anuel AA, Haze",1LiN0Z98FkR1t0m8KmLcAH,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",0.79,0.631,8,-5.549,0,0.0425,0.437,0,0.158,0.889,94.039
161,Bonita,"Juanes, Sebastian Yatra",4U6XvmCiffuXegYp6UGvxw,"['colombian pop', 'latin', 'latin pop', 'mexican pop', 'rock en espanol', 'tropical']",0.745,0.881,0,-2.587,1,0.0506,0.255,0,0.25,0.961,157.985
162,Santa María (Feat. Busy Signal),Bad Gyal,4R0sTxCaskwCPbzkfXHfWg,"['rap catala', 'rap latina', 'trap catala', 'trap latino', 'urbano espanol']",0.764,0.603,0,-6.951,1,0.328,0.0538,0,0.097,0.427,142.465
163,Lalala,"Y2K, bbno$",51Fjme0JiitpyXKuyQiCDo,['pop rap'],0.843,0.39,2,-7.899,1,0.0846,0.178,0,0.137,0.495,129.972
164,No Te Veo - Remix,"Casper Magico, Anuel AA",0stKSegkdrfLTDvm5sIO38,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",0.861,0.786,1,-3.833,1,0.229,0.485,2.44e-05,0.113,0.778,104.017
165,"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) - REMIX","DJ Snake, J Balvin",5QXQy0f2q8wJNpPwJtjifx,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']",0.789,0.694,6,-5.781,0,0.0729,0.0982,0,0.0962,0.549,96.035
166,Bohemian Rhapsody - Remastered 2011,Queen,7tFiyTwD0nx5a1eklYtX2J,"['classic rock', 'glam rock', 'rock']",0.392,0.402,0,-9.961,0,0.0536,0.288,0,0.243,0.228,143.883
167,Cuando Nadie Ve,Morat,3xayrGBrMm7XzKcTIJXGWv,"['colombian pop', 'latin', 'latin pop']",0.804,0.788,1,-4.586,0,0.0598,0.118,0,0.215,0.837,96.007
168,Date La Vuelta,"Luis Fonsi, Sebastian Yatra, Nicky Jam",5lwVd35Zg6DJ4qibVMq99H,"['latin', 'latin pop', 'puerto rican pop']",0.747,0.825,6,-2.903,1,0.0566,0.0487,0,0.107,0.866,94.006
169,Old Town Road - Remix,"Lil Nas X, Billy Ray Cyrus",2YpeDb67231RjR0MgVLzsG,"['country rap', 'lgbtq+ hip hop', 'pop rap', 'queer country']",0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041
170,Cuando zarpa el amor (feat. Juan Magán),Camela,4TD052UwarqucOo1fsTq6P,"['pop flamenco', 'rumba', 'spanish pop', 'spanish pop rock']",0.802,0.707,1,-4.126,0,0.0499,0.145,0,0.092,0.597,100.028
171,Ride It,Regard,2tnVG71enUj33Ic2nFN6kZ,"['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house']",0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948
172,HIGHEST IN THE ROOM,Travis Scott,3eekarcy7kvN4yt5ZFzltW,"['rap', 'slap house']",0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469
173,Mi Persona Favorita,"Alejandro Sanz, Camila Cabello",34rDeMNEkf0iEU9Mv8yzM7,"['cantautor', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'rock en espanol', 'spanish pop']",0.581,0.659,8,-7.511,1,0.116,0.538,0,0.0656,0.577,155.945
174,Cristina,Sebastian Yatra,1oPv0wmfsluumWcvtGh7tX,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']",0.411,0.508,5,-4.342,1,0.0556,0.29,0,0.123,0.668,81.96
175,Boomshakalaka,"Dimitri Vegas & Like Mike, Afro Bros, Sebastian Yatra, Camilo, Emilia",4yb5Z9dwnKhO9gC0AZQYDe,"['belgian dance', 'belgian edm', 'big room', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']",0.727,0.824,1,-2.983,1,0.0508,0.0132,0.00145,0.0631,0.805,96.063
176,¿Qué Ha Pasao'?,"Abraham Mateo, Sofía Reyes",2zkVH2daHyjS51g7PRJFDn,"['latin', 'latin arena pop', 'latin pop', 'latin viral pop', 'reggaeton', 'spanish pop']",0.648,0.752,7,-4.13,1,0.133,0.315,0,0.201,0.405,178.228
177,Blinding Lights,The Weeknd,0VjIjW4GlUZAMYd2vXMi3b,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005
178,El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",74j34STf8L6uADnTN69ohv,"['puerto rican pop', 'trap latino']",0.771,0.769,0,-3.504,0,0.0694,0.18,1.57e-05,0.345,0.931,167.969
179,Lose You To Love Me,Selena Gomez,4l0Mvzj72xxOpRrp6h8nHi,"['dance pop', 'pop', 'post-teen pop']",0.488,0.343,4,-8.985,1,0.0436,0.556,0,0.21,0.0978,102.819
180,Antes de Morirme (feat. Rosalía),"C. Tangana, ROSALÍA",4Dl8bEzhAEGbcwkQawS1XG,['urbano espanol'],0.864,0.497,8,-8.886,0,0.18,0.0736,0.00308,0.108,0.133,97.93
181,Te esperaré toda la vida,Dani Fernández,6MCPhEshiLRXgdFKqvr478,"['latin viral pop', 'spanish pop']",0.75,0.63,7,-5.223,1,0.0409,0.22,0,0.132,0.85,128.028
182,Me Rehúso,Danny Ocean,6De0lHrwBfPfrhorm9q1Xl,"['latin', 'latin pop', 'pop', 'pop venezolano', 'reggaeton', 'trap latino']",0.744,0.804,1,-6.327,1,0.0677,0.0231,0,0.0494,0.426,104.823
183,Despacito,"Luis Fonsi, Daddy Yankee",6habFhsOp2NvshLv26DqMb,"['latin', 'latin pop', 'puerto rican pop']",0.655,0.797,2,-4.787,1,0.153,0.198,0,0.067,0.839,177.928
184,24H,Kidd Keo,66BJaWvpA3jvXpM5Hjwzz1,"['trap latino', 'trap triste', 'urbano espanol']",0.941,0.637,8,-6.357,1,0.223,0.747,0.000381,0.11,0.691,96.987
185,Te Soñé de Nuevo,Ozuna,4oPnxZzoc8HM5Pva4FDeIp,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",0.851,0.585,5,-5.789,0,0.105,0.0913,0,0.0742,0.699,84.0
186,Lucid Dreams,Juice WRLD,285pBltuF7vW8TeWk8hdRR,"['chicago rap', 'melodic rap']",0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903
187,How Do You Sleep?,Sam Smith,6b2RcmUt1g9N9mQ3CbjX2Y,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567
188,Cicatrices,Natos y Waor,19OsDvOm2hw28Bqg7wo4Ox,"['rap underground espanol', 'spanish hip hop', 'urbano espanol']",0.718,0.814,8,-5.467,1,0.345,0.695,0,0.125,0.27,120.04
189,Vaina Loca,"Ozuna, Manuel Turizo",48zFZh27QU5qsrBjn4C2FA,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",0.754,0.805,6,-4.249,1,0.0752,0.315,0,0.203,0.555,93.982
190,My Oh My (feat. DaBaby),Camila Cabello,3yOlyBJuViE2YSGn3nVE1K,"['dance pop', 'electropop', 'pop', 'post-teen pop']",0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046
191,Patek,"Ozuna, Anuel AA, Snoop Dogg",2f237byd0A2w0fLlnVDOV4,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",0.839,0.554,0,-6.124,1,0.181,0.418,0,0.0923,0.727,139.952
192,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,0KoiMHhqKLoL4xM54rcWYY,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']",0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881
193,Que Mas Pues - Remix,"Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez",7fODjB7BrQTGqh0hogW6XD,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",0.647,0.661,11,-5.027,1,0.2,0.121,2.27e-06,0.12,0.811,113.358
194,DOLLAR,"Becky G, Myke Towers",4ziiAuFyXiY1HNSLGM1xv8,"['dance pop', 'latin', 'latin pop', 'latin viral pop', 'pop', 'rap latina', 'reggaeton', 'trap latino']",0.862,0.5,2,-6.875,1,0.276,0.232,0,0.657,0.697,76.992
195,Si Se Da,"Myke Towers, Farruko",5KbBGUpIZd6gVFUU8tqYiQ,['trap latino'],0.83,0.71,11,-5.523,0,0.326,0.374,0,0.0877,0.703,93.977
196,NI BIEN NI MAL,Bad Bunny,278kSqsZIiYp8p3QjYAqa8,"['latin', 'reggaeton', 'trap latino']",0.826,0.449,5,-8.33,0,0.0674,0.556,1.85e-05,0.273,0.337,128.028
197,Rebota - Remix,"Guaynaa, Nicky Jam, Farruko, Becky G, Sech",3dWpRjCmaHbroNahuSeX11,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",0.885,0.857,0,-2.279,0,0.204,0.205,0,0.671,0.818,90.025
198,Déjala Que Baile (with Alejandro Sanz & Arkano),Melendi,2KK9N6iBAisA0booTu3bGd,"['spanish pop', 'spanish pop rock']",0.831,0.777,11,-4.456,0,0.174,0.356,0,0.0796,0.598,95.973
199,Enamórate De Alguien Más,Morat,0cj54g6Oud96SqxeXjUXVd,"['colombian pop', 'latin', 'latin pop']",0.592,0.643,11,-5.608,1,0.0321,0.466,0,0.315,0.579,145.979
200,Superpoderes,Leiva,3by1RwAsoZ6nNoMOCy11LM,"['latin arena pop', 'spanish pop', 'spanish rock']",0.346,0.744,2,-5.622,1,0.0322,0.00106,1.06e-06,0.0961,0.382,175.642
201,nana triste,"Natalia Lacunza, Guitarricadelafuente",721Lxh9pNJJhNERON4Zjmw,"['eurovision', 'latin talent show', 'latin viral pop']",0.474,0.308,10,-9.411,0,0.0573,0.762,0,0.111,0.418,93.343
202,Te echo de menos,Beret,3gPOFPYLgpvQz0ZMwmv7NE,"['latin pop', 'spanish hip hop', 'spanish pop']",0.658,0.714,0,-5.086,1,0.175,0.206,0,0.114,0.362,159.9
203,"Quiero, Quiero y Quiero",Arnau Griso,1LyZX8u8DqVFULMViZUwcn,"['latin viral pop', 'spanish pop']",0.771,0.748,6,-5.18,1,0.033,0.0993,0,0.105,0.774,107.954
204,Tequila y Candela,Marlon,05j1BaD4oL8WnNJyIKdpgc,['spanish pop'],0.605,0.804,7,-4.049,1,0.0629,0.0338,0,0.0741,0.732,92.022
205,Si te vas,Blas Cantó,5x7Rc2xI7coy4TAwwhsrcF,"['eurovision', 'latin viral pop', 'spanish pop']",0.604,0.6,2,-8.496,1,0.0389,0.243,0,0.251,0.24,93.982
206,Nada Sale Mal,Aitana,51ltTOzVJWp3BUHzYrRxEa,"['latin pop', 'latin talent show', 'spanish pop']",0.829,0.635,2,-5.429,0,0.132,0.282,5.08e-06,0.0837,0.402,148.096
207,Déjame Ser,Manuel Carrasco,30QMFZtiGzjKwyHiqQ3z7c,"['carnaval cadiz', 'latin pop', 'pop flamenco', 'spanish pop']",0.625,0.854,1,-5.939,1,0.123,0.312,0,0.123,0.737,171.949
208,Besos En Guerra,"Morat, Juanes",5FaRfiNLdSzV3eRh8GZmdC,"['colombian pop', 'latin', 'latin pop']",0.691,0.973,2,-3.586,1,0.048,0.126,0,0.101,0.783,143.961
209,Qué Tienes Tú (feat. Jesús de Reik & Mau y Ricky),"Dvicio, Jesús Reik",4txQPJDlvU72lC6EMhT7m9,"['latin', 'latin arena pop', 'latin pop', 'spanish pop']",0.744,0.836,2,-3.267,1,0.0592,0.0811,4.21e-06,0.166,0.524,91.984
210,Un Planeta Llamado Nosotros,Maldita Nerea,29UkXUrWYGoPsxEesEH3qZ,"['cantautor', 'latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock', 'spanish rock']",0.66,0.512,10,-8.085,1,0.066,0.186,0,0.0921,0.819,100.85
211,Adore You,Harry Styles,3jjujdWJ72nww5eGnfs2E7,"['pop', 'post-teen pop']",0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048
212,Mejores Amigos,"Yera, Morat",7tQ24skemknA6PPh6gwFi1,"['colombian pop', 'latin pop', 'pop reggaeton', 'reggaeton colombiano']",0.624,0.74,4,-6.965,1,0.0363,0.156,0,0.103,0.905,89.983
213,Me mata,Beret,4nkqwaMRa1mLvTaOSyYkx2,"['latin pop', 'spanish hip hop', 'spanish pop']",0.733,0.846,7,-3.692,1,0.0662,0.309,0,0.0947,0.961,176.009
214,Runaway,"Sebastian Yatra, Daddy Yankee, Natti Natasha, Jonas Brothers",7bykh4rqe95kQsJSPtqal1,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']",0.756,0.851,2,-3.33,1,0.0675,0.0336,0,0.126,0.934,75.014
215,Sobrenatural,"Juan Magán, Alvaro Soler, Marielle Hazlo",1cYXPXbIR0FxurYVMGnwIN,"['dance pop', 'electro latino', 'latin', 'latin pop', 'reggaeton']",0.715,0.787,6,-5.253,1,0.0681,0.247,0,0.106,0.567,91.978
216,LA LATINA,Rels B,0FqT9GmM94Zd0WreIvOFwB,"['r&b en espanol', 'spanish hip hop', 'trap latino', 'urbano espanol']",0.847,0.79,6,-6.452,1,0.0382,0.352,0.012,0.0893,0.587,136.004
217,SIN MIRAR LAS SEÑALES,Rels B,7fM24rKaYCTGf85Lj8U2pk,"['r&b en espanol', 'spanish hip hop', 'trap latino', 'urbano espanol']",0.754,0.481,0,-7.91,1,0.444,0.387,0,0.35,0.289,83.907
218,Oye,"TINI, Sebastian Yatra",09nSCeCs6eYfAIJVfye1CE,"['latin pop', 'pop argentino']",0.683,0.51,7,-7.894,0,0.0646,0.447,0,0.175,0.255,95.08
219,Only Human,Jonas Brothers,0DiDStADDVh3SvAsoJAFMk,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",0.795,0.496,0,-5.883,1,0.0722,0.108,0,0.0645,0.874,94.01
220,Mi Religión,Nil Moliner,5zNlrLpJFZt3RvRe9A0Hed,"['latin viral pop', 'spanish pop']",0.851,0.729,5,-5.046,1,0.0275,0.267,1.21e-06,0.197,0.973,106.011
221,YYANOSÉ,"Israel B, LOWLIGHT",1IhilFt1G3xdXf84qZhlTg,"['rap espanol', 'urbano espanol']",0.774,0.635,2,-6.474,0,0.556,0.243,0,0.108,0.416,175.8
222,Liar,Camila Cabello,7LzouaWGFCy4tkXDOOnEyM,"['dance pop', 'electropop', 'pop', 'post-teen pop']",0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016
223,Yummy,Justin Bieber,41L3O37CECZt3N7ziG2z7l,"['canadian pop', 'pop', 'post-teen pop']",0.687,0.514,9,-6.612,0,0.0897,0.366,0,0.116,0.494,145.921
224,De Ti Me Olvido,"Love Yi, Recycled J, Naes Beats",5OHFuqSFkdQ7PA5pMBD7ML,"['rap espanol', 'urbano espanol']",0.704,0.63,6,-5.793,1,0.102,0.206,0,0.235,0.551,105.99
225,En Tus Planes,David Bisbal,5fmXWEFh8vMXzKTHN9ezKV,"['latin', 'latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock']",0.813,0.78,11,-3.768,0,0.162,0.284,0,0.0351,0.79,92.014
226,La Playa - Remix,"Myke Towers, Maluma, Farruko",70zg99pT51vB4wlMS7e4q7,['trap latino'],0.775,0.633,10,-3.332,0,0.133,0.201,0,0.219,0.394,140.008
227,Perdón,"David Bisbal, Greeicy",0F6VPyUuJOPqt8E2uknv4R,"['latin', 'latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock']",0.673,0.849,11,-4.528,0,0.0843,0.291,0,0.124,0.961,179.992
228,A Partir De Hoy,"David Bisbal, Sebastian Yatra",2CF4skBnNVg0CtSzItu8dj,"['latin', 'latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock']",0.652,0.847,6,-5.035,1,0.0552,0.188,0,0.378,0.515,163.942
229,PORFA,"Feid, Justin Quiles",1qObBLpp5guA4bV0TkJOKN,"['colombian pop', 'latin', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino']",0.843,0.549,6,-8.018,0,0.164,0.0948,0,0.155,0.542,83.982
230,Loco,Beéle,2J9B63FawlTaPdg4eH5X03,['reggaeton colombiano'],0.82,0.565,6,-5.965,1,0.17,0.158,2.45e-05,0.0469,0.773,105.11
231,No Idea,Don Toliver,7AzlLxHn24DxjgQX73F9fU,"['rap', 'trap']",0.652,0.631,6,-5.718,0,0.0893,0.524,0.000579,0.165,0.35,127.998
232,Fantasmita - Remix,"Casper Magico, Bryant Myers, Alex Rose, Juhn",5NOHsDSfLIH45y3i9PfRyh,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",0.707,0.87,7,-2.958,1,0.103,0.246,1.97e-06,0.0664,0.801,173.938
233,The Box,Roddy Ricch,0nbXyq5TXYPCO7pr3N8S4I,"['melodic rap', 'rap', 'trap']",0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971
234,Aleluya,"Reik, Manuel Turizo",23CsjGOYDQiJpX44BSn9TM,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']",0.81,0.716,8,-2.3,1,0.0694,0.0478,0,0.0678,0.689,96.029
235,El Ciego,"Melendi, Cali Y El Dandee",2P8NagN2tEzXRIufGuUPZO,"['spanish pop', 'spanish pop rock']",0.594,0.647,0,-8.184,1,0.204,0.124,0,0.128,0.397,151.558
236,Muévelo,"Nicky Jam, Daddy Yankee",4VgYtXCVJ7IbWAZ5ryfvEQ,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",0.594,0.808,7,-2.409,1,0.0489,0.415,1.39e-05,0.565,0.919,188.09
237,Deja A Ese Idiota,Antonio José,4zWsyCnFg74xy5OFVAJNSD,"['pop flamenco', 'spanish pop']",0.67,0.547,9,-5.554,1,0.0436,0.165,0,0.0878,0.873,94.012
