links_Name_name,links_Mov1_Name,links_Mov2_Mov2,links_Mov3_Mov3,links_Mov4_Mov4,links_Nature_Nature,links_Held_Item_Held_Item,links_Ability_Ability
,,,Blizzard,,,,
,,,Hidden Power,,,,
,,,Toxic,,,,
,,,,Trick Room,,,
,,,,Nature's Madness,,,
,,,,Protect,,,
,,,,Detect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Snarl,,,
,,,,Protect,,,
,,,,Razor Leaf,,,
,,,,Trick Room,,,
,,,,Trick Room,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Rock Tomb,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Trick Room,,,
,,,,Rock Tomb,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Electro Ball,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Trick Room,,,
,,,,Protect,,,
,,,,Calm Mind,,,
,,,,Bulldoze,,,
,,,,Sacred Sword,,,
,,,,Sky Drop,,,
,,,,Recover,,,
,,,,Stone Edge,,,
,,,,Hidden Power,,,
,,,,Helping Hand,,,
,,,,Dazzling Gleam,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Roost,,,
,,,,Extreme Speed,,,
,,,,Facade,,,
,,,,Flamethrower,,,
,,,,Encore,,,
,,,,Nature's Madness,,,
,,,,Recover,,,
,,,,,Sassy,,
,,,,,Timid,,
,,,,,Adamant,,
,,,,,Jolly,,
,,,,,Adamant,,
,,,,,Brave,,
,,,,,Timid,,
,,,,,Modest,,
,,,,,Adamant,,
,,,,,Brave,,
,,,,,Adamant,,
,,,,,Modest,,
,,,,,Relaxed,,
,,,,,Adamant,,
,,,,,Timid,,
,,,,,Adamant,,
,,,,,Adamant,,
,,,,,Adamant,,
,,,,,Adamant,,
,,,,,Adamant,,
,,,,,Relaxed,,
,,,,,Adamant,,
,,,,,Adamant,,
,,,,,Timid,,
,,,,,Modest,,
,,,,,Timid,,
,,,,,Modest,,
,,,,,Careful,,
,,,,,Modest,,
,,,,,Brave,,
,,,,,Modest,,
,,,,,Careful,,
,,,,,Jolly,,
,,,,,Timid,,
,,,,,Sassy,,
,,,,,Brave,,
,,,,,Timid,,
,,,,,Careful,,
,,,,,Modest,,
,,,,,Adamant,,
,,,,,Adamant,,
,,,,,Calm,,
,,,,,Jolly,,
,,,,,Brave,,
,,,,,Careful,,
,,,,,Timid,,
,,,,,Timid,,
,,,,,Quiet,,
,,,,,,Eviolite,
,,,,,,Assault Vest,
,,,,,,Mago Berry,
,,,,,,Focus Sash,
,,,,,,Waterium Z,
,,,,,,Aguav Berry,
,,,,,,Electrium Z,
,,,,,,Aguav Berry,
,,,,,,Assault Vest,
,,,,,,Rockium Z,
,,,,,,Choice Scarf,
,,,,,,Eviolite,
,,,,,,Eviolite,
,,,,,,Waterium Z,
,,,,,,Electrium Z,
,,,,,,Figy Berry,
,,,,,,Mago Berry,
,,,,,,Assault Vest,
,,,,,,Waterium Z,
,,,,,,Mago Berry,
,,,,,,Eviolite,
,,,,,,Assault Vest,
,,,,,,Figy Berry,
,,,,,,Electrium Z,
,,,,,,Normalium Z,
,,,,,,Choice Specs,
,,,,,,Wiki Berry,
,,,,,,Wacan Berry,
,,,,,,Eviolite,
,,,,,,Rockium Z,
,,,,,,Wiki Berry,
,,,,,,Mago Berry,
,,,,,,Fightinium Z,
,,,,,,Assault Vest,
,,,,,,Eviolite,
,,,,,,Rockium Z,
,,,,,,Assault Vest,
,,,,,,Mago Berry,
,,,,,,Choice Specs,
,,,,,,Psychium Z,
,,,,,,Groundium Z,
,,,,,,Psychic Seed,
,,,,,,Life Orb,
,,,,,,Figy Berry,
,,,,,,Leftovers,
,,,,,,Focus Sash,
,,,,,,Assault Vest,
,,,,,,Waterium Z,
,,,,,,,Download
,,,,,,,Electric Terrain
,,,,,,,Intimidate
,,,,,,,Beast Boost
,,,,,,,Water Bubble
,,,,,,,Stamina
,,,,,,,Electric Terrain
,,,,,,,Misty Terrain
,,,,,,,Intimidate
,,,,,,,Sand Stream
,,,,,,,Beast Boost
,,,,,,,Download
,,,,,,,Download
,,,,,,,Water Bubble
,,,,,,,Electric Surge
,,,,,,,Grassy Surge
,,,,,,,Intimidate
,,,,,,,Stamina
,,,,,,,Water Bubble
,,,,,,,Intimidate
,,,,,,,Download
,,,,,,,Stamina
,,,,,,,Grassy Surge
,,,,,,,Electric Surge
,,,,,,,Prankster
,,,,,,,Electric Surge
,,,,,,,Misty Surge
,,,,,,,Beast Boost
,,,,,,,Trace
,,,,,,,Sand Stream
,,,,,,,Misty Surge
,,,,,,,Intimidate
,,,,,,,Beast Boost
,,,,,,,Electric Surge
,,,,,,,Download
,,,,,,,Sand Stream
,,,,,,,Electric Terrain
,,,,,,,Intimidate
,,,,,,,Psychic Terrain
,,,,,,,Clear Body
,,,,,,,Rough Skin
,,,,,,,Overcoat
,,,,,,,Intimidate
,,,,,,,Gluttony
,,,,,,,Beast Boost
,,,,,,,Snow Warning
,,,,,,,Electric Surge
,,,,,,,Storm Drain
Porygon2,,,,,,,
Tapu Koko,,,,,,,
Arcanine,,,,,,,
Gyarados,,,,,,,
Garchomp,,,,,,,
Snorlax,,,,,,,
Hariyama,,,,,,,
Oranguru,,,,,,,
Torkoal,,,,,,,
Lucario,,,,,,,
Gigalith,,,,,,,
Celesteela,,,,,,,
Tapu Fini,,,,,,,
Ninetales,,,,,,,
Arcanine,,,,,,,
Mimikyu,,,,,,,
Kartana,,,,,,,
Snorlax,,,,,,,
Smeargle,,,,,,,
Pheromosa,,,,,,,
Nihilego,,,,,,,
Celesteela,,,,,,,
Tapu Lele,,,,,,,
Xurkitree,,,,,,,
Gigalith,,,,,,,
Tapu Koko,,,,,,,
Tapu Fini,,,,,,,
Arcanine,,,,,,,
Stoutland,,,,,,,
Ninetails,,,,,,,
Braviary,,,,,,,
Garchomp,,,,,,,
Nihilego,,,,,,,
Arcanine,,,,,,,
Tapu Fini,,,,,,,
Snorlax,,,,,,,
Kartana,,,,,,,
Mimikyu,,,,,,,
Marowak,,,,,,,
Gigalith,,,,,,,
Snorlax,,,,,,,
Tapu Bulu,,,,,,,
Metagross,,,,,,,
Tapu Bulu,,,,,,,
Snorlax,,,,,,,
Politoed,,,,,,,
Oranguru,,,,,,,
Arcanine,,,,,,,
,Return,,,,,,
,Protect,,,,,,
,Flare Blitz,,,,,,
,Protect,,,,,,
,Dragon Claw,,,,,,
,Facade,,,,,,
,Clost Combat,,,,,,
,Psyshock,,,,,,
,Eruption,,,,,,
,Final Gambit,,,,,,
,Rock Slide,,,,,,
,Heavy Slam,,,,,,
,Moonblast,,,,,,
,Aurora Veil,,,,,,
,Flare Blitz,,,,,,
,Play Rough,,,,,,
,Leaf Blade,,,,,,
,Return,,,,,,
,Follow Me,,,,,,
,Poison Jab,,,,,,
,Protect,,,,,,
,Heavy Slam,,,,,,
,Thunderbolt,,,,,,
,Tail Glow,,,,,,
,Protect,,,,,,
,Dazzling Gleam,,,,,,
,Moonblast,,,,,,
,Flare Blitz,,,,,,
,Giga Impact,,,,,,
,Aurora Veil,,,,,,
,Tailwind,,,,,,
,Rock Slide,,,,,,
,Power Gem,,,,,,
,Protect,,,,,,
,Muddy Water,,,,,,
,Return,,,,,,
,Leaf Blade,,,,,,
,Shadow Claw,,,,,,
,Flare Blitz,,,,,,
,Rock Slide,,,,,,
,Return,,,,,,
,Wood Hammer,,,,,,
,Meteor Mash,,,,,,
,Wood Hammer,,,,,,
,Double-Edge,,,,,,
,Haze,,,,,,
,Instruct,,,,,,
,Toxic,,,,,,
,,Ice Beam,,,,,
,,Thunderbolt,,,,,
,,Extreme Speed,,,,,
,,Dragon Dance,,,,,
,,Earthquake,,,,,
,,Recycle,,,,,
,,Poison Jab,,,,,
,,Trick Room,,,,,
,,Flamethrower,,,,,
,,Close Combat,,,,,
,,Stone Edge,,,,,
,,Flamethrower,,,,,
,,Muddy Water,,,,,
,,Blizzard,,,,,
,,Wild Charge,,,,,
,,Shadow Sneak,,,,,
,,Smart Strike,,,,,
,,Crunch,,,,,
,,Tailwind,,,,,
,,Ice Beam,,,,,
,,Hidden Power,,,,,
,,Protect,,,,,
,,Hidden Power,,,,,
,,Dazzling Gleam,,,,,
,,Rock Slide,,,,,
,,Thunderbolt,,,,,
,,Calm Mind,,,,,
,,Close Combat,,,,,
,,Wild Charge,,,,,
,,Protect,,,,,
,,Brave Bird,,,,,
,,Poison Jab,,,,,
,,Sludge Bomb,,,,,
,,Extreme Speed,,,,,
,,Scald,,,,,
,,High Horsepower,,,,,
,,Smart Strike,,,,,
,,Trick Room,,,,,
,,Shadow Bone,,,,,
,,Stone Edge,,,,,
,,Rock Slide,,,,,
,,Taunt,,,,,
,,Zen Headbutt,,,,,
,,Leech Seed,,,,,
,,Recycle,,,,,
,,Protect,,,,,
,,Trick Room,,,,,
,,Flare Blitz,,,,,
,,,Trick Room,,,,
,,,Dazzling Gleam,,,,
,,,Toxic,,,,
,,,Bounce,,,,
,,,Poison Jab,,,,
,,,High Horsepower,,,,
,,,Fake Out,,,,
,,,Taunt,,,,
,,,Solar Beam,,,,
,,,Follow Me,,,,
,,,Earthquake,,,,
,,,Leech Seed,,,,
,,,Scald,,,,
,,,Freeze-Dry,,,,
,,,Extreme Speed,,,,
,,,Psych Up,,,,
,,,Sacred Sword,,,,
,,,Recycle,,,,
,,,Spore,,,,
,,,Protect,,,,
,,,Power Gem,,,,
,,,Leech Seed,,,,
,,,Psychic,,,,
,,,Protect,,,,
,,,Earthquake,,,,
,,,Protect,,,,
,,,Protect,,,,
,,,Extreme Speed,,,,
,,,After You,,,,
,,,Blizzard,,,,
,,,Superpower,,,,
,,,Earthquake,,,,
,,,Hidden Power,,,,
,,,Flare Blitz,,,,
,,,Moonblast,,,,
,,,Curse,,,,
,,,Sacred Sword,,,,
,,,Psych Up,,,,
,,,Bonemerang,,,,
,,,Wide Guard,,,,
,,,Belly Drum,,,,
,,,Whirlwind,,,,
,,,Hammer Arm,,,,
,,,Horn Leech,,,,
,,,Curse,,,,
,,,Scald,,,,
,,,Psychic,,,,
,,,Helping Hand,,,,
,,,,Recover,,,
,,,,Hidden Power,,,
,,,,Protect,,,
,,,,Waterfall,,,
,,,,Brick Break,,,
,,,,Curse,,,
,,,,Knock Off,,,
,,,,Instruct,,,
,,,,Heat Wave,,,
,,,,Feint,,,
,,,,Heavy Slam,,,
,,,,Protect,,,
,,,,Blizzard,,,
,,,,Roar,,,
,,,,Protect,,,
,,,,Trick Room,,,
,,,,Night Slash,,,
,,,,Belly Drum,,,
,,,,Fake Out,,,
,,,,High Jump Kick,,,
,,,,Sludge Bomb,,,
,,,,Flamethrower,,,
,,,,Moonblast,,,
,,,,Thunderbolt,,,
,,,,Explosion,,,
,,,,Taunt,,,
,,,,Muddy Water,,,
,,,,Wild Charge,,,
,,,,Protect,,,
,,,,Encore,,,
,,,,Protect,,,
,,,,Fire Fang,,,
,,,,Protect,,,
,,,,Wild Charge,,,
,,,,Haze,,,
,,,,Recycle,,,
,,,,Detect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,High Horsepower,,,
,,,,Ice Beam,,,
,,,,Protect,,,
,,,,Morning Sun,,,
,,,,,Sassy,,
,,,,,Timid,,
,,,,,Adamant,,
,,,,,Adamant,,
,,,,,Adamant,,
,,,,,Brave,,
,,,,,Bold,,
,,,,,Relaxed,,
,,,,,Quiet,,
,,,,,Jolly,,
,,,,,Brave,,
,,,,,Careful,,
,,,,,Modest,,
,,,,,Timid,,
,,,,,Adamant,,
,,,,,Brave,,
,,,,,Adamant,,
,,,,,Adamant,,
,,,,,Jolly,,
,,,,,Naughty,,
,,,,,Timid,,
,,,,,Quiet,,
,,,,,Modest,,
,,,,,Timid,,
,,,,,Brave,,
,,,,,Timid,,
,,,,,Calm,,
,,,,,Adamant,,
,,,,,Jolly,,
,,,,,Timid,,
,,,,,Jolly,,
,,,,,Adamant,,
,,,,,Timid,,
,,,,,Adamant,,
,,,,,Modest,,
,,,,,Brave,,
,,,,,Jolly,,
,,,,,Relaxed,,
,,,,,Careful,,
,,,,,Brave,,
,,,,,Relaxed,,
,,,,,Brave,,
,,,,,Adamant,,
,,,,,Impish,,
,,,,,Brave,,
,,,,,Calm,,
,,,,,Relaxed,,
,,,,,Careful,,
,,,,,,Eviolite,
,,,,,,Electrium Z,
,,,,,,Iapapa Berry,
,,,,,,Flyinium Z,
,,,,,,Assault Vest,
,,,,,,Aguav Berry,
,,,,,,Fightinium Z,
,,,,,,Mental Herb,
,,,,,,Choice Specs,
,,,,,,Choice Scarf,
,,,,,,Choice Band,
,,,,,,Leftovers,
,,,,,,Choice Specs,
,,,,,,Light Clay,
,,,,,,Firium Z,
,,,,,,Mental Herb,
,,,,,,Choice Scarf,
,,,,,,Figy Berry,
,,,,,,Focus Sash,
,,,,,,Poisonium Z,
,,,,,,Life Orb,
,,,,,,Leftovers,
,,,,,,Choice Scarf,
,,,,,,Wiki Berry,
,,,,,,Weakness Policy,
,,,,,,Electrium Z,
,,,,,,Aguav Berry,
,,,,,,Choice Band,
,,,,,,Normalium Z,
,,,,,,Focus Sash,
,,,,,,Flyinium Z,
,,,,,,Choice Scarf,
,,,,,,Life Orb,
,,,,,,Figy Berry,
,,,,,,Choice Specs,
,,,,,,Wiki Berry,
,,,,,,Life Orb,
,,,,,,Mental Herb,
,,,,,,Thick Club,
,,,,,,Rockium Z,
,,,,,,Figy Berry,
,,,,,,Grassium Z,
,,,,,,Figy Berry,
,,,,,,Aguav Berry,
,,,,,,Payapa Berry,
,,,,,,Sitrus Berry,
,,,,,,Mental Herb,
,,,,,,Mago Berry,
,,,,,,,Download
,,,,,,,Electric Surge
,,,,,,,Intimidate
,,,,,,,Intimidate
,,,,,,,Rough Skin
,,,,,,,Gluttony
,,,,,,,Guts
,,,,,,,Inner Focus
,,,,,,,Drought
,,,,,,,Inner Focus
,,,,,,,Sand Stream
,,,,,,,Beast Boost
,,,,,,,Misty Surge
,,,,,,,Snow Warning
,,,,,,,Intimidate
,,,,,,,Disguise
,,,,,,,Beast Boost
,,,,,,,Gluttony
,,,,,,,Moody
,,,,,,,Beast Boost
,,,,,,,Beast Boost
,,,,,,,Beast Boost
,,,,,,,Psychic Surge
,,,,,,,Beast Boost
,,,,,,,Sand Storm
,,,,,,,Electric Terrain
,,,,,,,Misty Terrain
,,,,,,,Intimidate
,,,,,,,Sand Rush
,,,,,,,Snow Warning
,,,,,,,Defiant
,,,,,,,Rough Skin
,,,,,,,Beast Boost
,,,,,,,Intimidate
,,,,,,,Misty Surge
,,,,,,,Gluttony
,,,,,,,Beast Boost
,,,,,,,Disguise
,,,,,,,Lightning Rod
,,,,,,,Sand Stream
,,,,,,,Gluttony
,,,,,,,Grassy Terrain
,,,,,,,Clear Body
,,,,,,,Grassy Surge
,,,,,,,Gluttony
,,,,,,,Drizzle
,,,,,,,Inner Focus
,,,,,,,Intimidate
Tapu Koko,,,,,,,
Salamence,,,,,,,
Snorlax,,,,,,,
Incineroar,,,,,,,
Gastrodon,,,,,,,
Kartana,,,,,,,
Tapu Bulu,,,,,,,
Incineroar,,,,,,,
Gengar,,,,,,,
Latias,,,,,,,
Landorus,,,,,,,
Politoed,,,,,,,
Metagross,,,,,,,
Mimikyu,,,,,,,
Snorlax,,,,,,,
Landorus,,,,,,,
Incineroar,,,,,,,
Tapu Koko,,,,,,,
Tapu Koko,,,,,,,
Gothitelle,,,,,,,
Salamence,,,,,,,
Snorlax,,,,,,,
Incineroar,,,,,,,
Amoonguss,,,,,,,
Kartana,,,,,,,
Tapu Fini,,,,,,,
Tyranitar,,,,,,,
Gengar,,,,,,,
Incineroar,,,,,,,
Landorus,,,,,,,
Tapu Koko,,,,,,,
Tapu Fini,,,,,,,
Cresselia,,,,,,,
Heatran,,,,,,,
Landorus,,,,,,,
Kangaskhan,,,,,,,
Charizard,,,,,,,
Landorus,,,,,,,
Kartana,,,,,,,
Tapu Lele,,,,,,,
Cresselia,,,,,,,
Snorlax,,,,,,,
Persian,,,,,,,
Tapu Bulu,,,,,,,
Tapu Fini,,,,,,,
Metagross,,,,,,,
Landorus,,,,,,,
Volcarona,,,,,,,
,Thunderbolt,,,,,,
,Double-Edge,,,,,,
,Frustration,,,,,,
,Flare Blitz,,,,,,
,Earth Power,,,,,,
,Leaf Blade,,,,,,
,Wood Hammer,,,,,,
,Fake Out,,,,,,
,Shadow Ball,,,,,,
,Psychic,,,,,,
,Earthquake,,,,,,
,Scald,,,,,,
,Iron Head,,,,,,
,Shadow Claw,,,,,,
,Frustration,,,,,,
,Earth Power,,,,,,
,Fake Out,,,,,,
,Thunderbolt,,,,,,
,Thunderbolt,,,,,,
,Psychic,,,,,,
,Frustration,,,,,,
,Double-Edge,,,,,,
,Flare Blitz,,,,,,
,Energy Ball,,,,,,
,Tailwind,,,,,,
,Muddy Water,,,,,,
,Rock Slide,,,,,,
,Sludge Bomb,,,,,,
,Flare Blitz,,,,,,
,Earth Power,,,,,,
,Thunderbolt,,,,,,
,Muddy Water,,,,,,
,Icy Wind,,,,,,
,Heat Wave,,,,,,
,Stone Edge,,,,,,
,Return,,,,,,
,Heat Wave,,,,,,
,Rock Slide,,,,,,
,Leaf Blade,,,,,,
,Psychic,,,,,,
,Ice Beam,,,,,,
,Return,,,,,,
,Pating Shot,,,,,,
,Wood Hammer,,,,,,
,Muddy Water,,,,,,
,Iron Head,,,,,,
,Earth Power,,,,,,
,Quiver Dance,,,,,,
,,Dazzling Gleam,,,,,
,,Dragon Dance,,,,,
,,Belly Drum,,,,,
,,Snarl,,,,,
,,Ice Beam,,,,,
,,Sacred Sword,,,,,
,,Stone Edge,,,,,
,,Flare Blitz,,,,,
,,Substitute,,,,,
,,Ice Beam,,,,,
,,Rock Tomb,,,,,
,,Encore,,,,,
,,Stomping Tantrum,,,,,
,,Taunt,,,,,
,,Belly Drum,,,,,
,,Stone Edge,,,,,
,,Flare Blitz,,,,,
,,Dazzling Gleam,,,,,
,,Dazzling Gleam,,,,,
,,Trick Room,,,,,
,,Dragon Dance,,,,,
,,High Horsepower,,,,,
,,Knock Off,,,,,
,,Rage Powder,,,,,
,,Leaf Blade,,,,,
,,Moonblast,,,,,
,,Crunch,,,,,
,,Shadow Ball,,,,,
,,Fake Out,,,,,
,,Stone Edge,,,,,
,,Hidden Power,,,,,
,,Moonblast,,,,,
,,Helping Hand,,,,,
,,Earth Power,,,,,
,,Earthquake,,,,,
,,Drain Punch,,,,,
,,Flamethrower,,,,,
,,Earthquake,,,,,
,,Sacred Sword,,,,,
,,Moonblast,,,,,
,,Ally Switch,,,,,
,,Earthquake,,,,,
,,Fake Out,,,,,
,,Rock Slide,,,,,
,,Moonblast,,,,,
,,Ice Punch,,,,,
,,Hidden Power,,,,,
,,Fire Blast,,,,,
,,,Volt Switch,,,,
,,,Roost,,,,
,,,Recycle,,,,
,,,Snatch,,,,
,,,Recover,,,,
,,,Tailwind,,,,
,,,Protect,,,,
,,,U-turn,,,,
,,,Perish Song,,,,
,,,Icy Wind,,,,
,,,U-turn,,,,
,,,Perish Song,,,,
,,,Ice Punch,,,,
,,,Destiny Bond,,,,
,,,Recycle,,,,
,,,Hidden Power,,,,
,,,Knock Off,,,,
,,,Volt Switch,,,,
,,,Calm Mind,,,,
,,,Helping Hand,,,,
,,,Roost,,,,
,,,Superpower,,,,
,,,Low Kick,,,,
,,,Spore,,,,
,,,Sacred Sword,,,,
,,,Taunt,,,,
,,,Dragon Dance,,,,
,,,Icy Wind,,,,
,,,Knock Off,,,,
,,,Hidden Power,,,,
,,,Calm Mind,,,,
,,,Haze,,,,
,,,Ally Switch,,,,
,,,Nature Power,,,,
,,,U-turn,,,,
,,,Sucker Punch,,,,
,,,Tailwind,,,,
,,,Swords Dance,,,,
,,,Tailwind,,,,
,,,Shadow Ball,,,,
,,,Helping Hand,,,,
,,,Belly Drum,,,,
,,,Foul Play,,,,
,,,Horn Leech,,,,
,,,Calm Mind,,,,
,,,Rock Slide,,,,
,,,Rock Tomb,,,,
,,,Bug Buzz,,,,
,,,,Discharge,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Fake Out,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Superpower,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Trick Room,,,
,,,,Protect,,,
,,,,U-turn,,,
,,,,U-turn,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Self-Destruct,,,
,,,,Fake Out,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,U-turn,,,
,,,,U-turn,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Trick Room,,,
,,,,Protect,,,
,,,,Superpower,,,
,,,,Fake Out,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Dazzling Gleam,,,
,,,,Trick Room,,,
,,,,Protect,,,
,,,,Taunt,,,
,,,,Superpower,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,U-turn,,,
,,,,Protect,,,
,,,,,Timid,,
,,,,,Jolly,,
,,,,,Adamant,,
,,,,,Careful,,
,,,,,Modest,,
,,,,,Adamant,,
,,,,,Adamant,,
,,,,,Sassy,,
,,,,,Timid,,
,,,,,Timid,,
,,,,,Careful,,
,,,,,Sassy,,
,,,,,Jolly,,
,,,,,Jolly,,
,,,,,Impish,,
,,,,,Modest,,
,,,,,Adamant,,
,,,,,Timid,,
,,,,,Timid,,
,,,,,Modest,,
,,,,,Adamant,,
,,,,,Brave,,
,,,,,Brave,,
,,,,,Calm,,
,,,,,Jolly,,
,,,,,Modest,,
,,,,,Jolly,,
,,,,,Timid,,
,,,,,Adamant,,
,,,,,Modest,,
,,,,,Timid,,
,,,,,Modest,,
,,,,,Calm,,
,,,,,Modest,,
,,,,,Adamant,,
,,,,,Adamant,,
,,,,,Modest,,
,,,,,Jolly,,
,,,,,Jolly,,
,,,,,Modest,,
,,,,,Bold,,
,,,,,Impish,,
,,,,,Jolly,,
,,,,,Jolly,,
,,,,,Timid,,
,,,,,Jolly,,
,,,,,Modest,,
,,,,,Timid,,
,,,,,,Choice Specs,
,,,,,,Salamencite,
,,,,,,Aguav Berry,
,,,,,,Figy Berry,
,,,,,,Groundium Z,
,,,,,,Grassium Z,
,,,,,,Choice Scarf,
,,,,,,Figy Berry,
,,,,,,Gengarite,
,,,,,,Psychium Z,
,,,,,,Groundium Z,
,,,,,,Wiki Berry,
,,,,,,Metagrossite,
,,,,,,Ghostium Z,
,,,,,,Mago Berry,
,,,,,,Choice Scarf,
,,,,,,Figy Berry,
,,,,,,Electrium Z,
,,,,,,Electrium Z,
,,,,,,Psychium Z,
,,,,,,Salamencite,
,,,,,,Choice Band,
,,,,,,Assault Vest,
,,,,,,Occa Berry,
,,,,,,Focus Sash,
,,,,,,Waterium Z,
,,,,,,Weakness Policy,
,,,,,,Gengarite,
,,,,,,Figy Berry,
,,,,,,Choice Scarf,
,,,,,,Electrium Z,
,,,,,,Waterium Z,
,,,,,,Wiki Berry,
,,,,,,Life Orb,
,,,,,,Choice Band,
,,,,,,Kangaskhanite,
,,,,,,Charizardite Y,
,,,,,,Groundium Z,
,,,,,,Focus Sash,
,,,,,,Choice Scarf,
,,,,,,Psychium Z,
,,,,,,Aguav Berry,
,,,,,,Black Glasses,
,,,,,,Choice Scarf,
,,,,,,Mago Berry,
,,,,,,Metagrossite,
,,,,,,Assault Vest,
,,,,,,Buginium Z,
,,,,,,,Electric Surge
,,,,,,,Intimidate
,,,,,,,Gluttony
,,,,,,,Intimidate
,,,,,,,Storm Drain
,,,,,,,Beast Boost
,,,,,,,Grassy Surge
,,,,,,,Intimidate
,,,,,,,Cursed Body
,,,,,,,Levitate
,,,,,,,Intimidate
,,,,,,,Drizzle
,,,,,,,Clear Body
,,,,,,,Disguise
,,,,,,,Gluttony
,,,,,,,Intimidate
,,,,,,,Intimidate
,,,,,,,Electric Surge
,,,,,,,Electric Surge
,,,,,,,Competitive
,,,,,,,Intimidate
,,,,,,,Thick Fat
,,,,,,,Intimidate
,,,,,,,Regenerator
,,,,,,,Beast Boost
,,,,,,,Misty Surge
,,,,,,,Sand Stream
,,,,,,,Cursed Body
,,,,,,,Intimidate
,,,,,,,Intimidate
,,,,,,,Electric Surge
,,,,,,,Misty Surge
,,,,,,,Levitate
,,,,,,,Flash Fire
,,,,,,,Intimidate
,,,,,,,Scrappy
,,,,,,,Blaze
,,,,,,,Intimidate
,,,,,,,Beast Boost
,,,,,,,Psychic Surge
,,,,,,,Levitate
,,,,,,,Gluttony
,,,,,,,Fur Coat
,,,,,,,Grassy Surge
,,,,,,,Misty Surge
,,,,,,,Clear Body
,,,,,,,Intimidate
,,,,,,,Flame Body
Incineroar,,,,,,,
Gardevoir,,,,,,,
Tapu Koko,,,,,,,
Landorus,,,,,,,
Porygon2,,,,,,,
Araquanid,,,,,,,
Bisharp,,,,,,,
Blaziken,,,,,,,
Tapu Bulu,,,,,,,
Amoonguss,,,,,,,
Mimikyu,,,,,,,
Snorlax,,,,,,,
Metagross,,,,,,,
Tapu Koko,,,,,,,
Incineroar,,,,,,,
Venusaur,,,,,,,
Porygon2,,,,,,,
Araquanid,,,,,,,
Tapu Lele,,,,,,,
Landorus,,,,,,,
Charizard,,,,,,,
Amoonguss,,,,,,,
Metagross,,,,,,,
Nihilego,,,,,,,
Kartana,,,,,,,
Cresselia,,,,,,,
Landorus,,,,,,,
Incineroar,,,,,,,
Tapu Fini,,,,,,,
Gengar,,,,,,,
Tapu Lele,,,,,,,
Landorus,,,,,,,
Kartana,,,,,,,
Tyranitar,,,,,,,
Porygon2,,,,,,,
Charizard,,,,,,,
Kangaskhan,,,,,,,
Bisharp,,,,,,,
Volcarona,,,,,,,
Landorus,,,,,,,
Zapdos,,,,,,,
Tapu Fini,,,,,,,
Gardevoir,,,,,,,
Charizard,,,,,,,
Incineroar,,,,,,,
Landorus,,,,,,,
Tyranitar,,,,,,,
Amoonguss,,,,,,,
,Fake Out,,,,,,
,Hyper Voice,,,,,,
,Thunderbolt,,,,,,
,Earth Power,,,,,,
,Ice Beam,,,,,,
,Liquidation,,,,,,
,Knock Off,,,,,,
,Flare Blitz,,,,,,
,Wood Hammer,,,,,,
,Sludge Bomb,,,,,,
,Play Rough,,,,,,
,Double-Edge,,,,,,
,Iron Head,,,,,,
,Thunderbolt,,,,,,
,Flare Blitz,,,,,,
,Giga Drain,,,,,,
,Thunderbolt,,,,,,
,Liquidation,,,,,,
,Psychic,,,,,,
,Swords Dance,,,,,,
,Heat Wave,,,,,,
,Clear Smog,,,,,,
,Ice Punch,,,,,,
,Power Gem,,,,,,
,Leaf Blade,,,,,,
,Psyshock,,,,,,
,Earthquake,,,,,,
,Knock Off,,,,,,
,Moonblast,,,,,,
,Sludge Bomb,,,,,,
,Ally Switch,,,,,,
,Earthquake,,,,,,
,Knock Off,,,,,,
,Rock Slide,,,,,,
,Ice Beam,,,,,,
,Heat Wave,,,,,,
,Fake Out,,,,,,
,Iron Head,,,,,,
,Quiver Dance,,,,,,
,Earthquake,,,,,,
,Tailwind,,,,,,
,Calm Mind,,,,,,
,Trick Room,,,,,,
,Tailwind,,,,,,
,Knock Off,,,,,,
,Swords Dance,,,,,,
,Dragon Dance,,,,,,
,Rage Powder,,,,,,
,,Flare Blitz,,,,,
,,Psyshock,,,,,
,,Dazzling Gleam,,,,,
